Sewa Apartemen Taman Melati Surabaya - Modern Stylish Studio at Taman Melati Surabaya Apartment By Travelio,Lokasi,Jenis Unit,Jumlah Bedroom,Luas Unit,Kelengkapan,Lantai Unit,Kamar Mandi,Harga,Jarak dari Kampus (km),Jarak dari Bandara (km),Jarak dari Stasiun (km),Jarak dari Terminal (km),Jarak dari Tol (km),Aksesbilitas,Link URL
623,Sukolilo,studioroom,1,22,Full Furnished,5,1,"Rp3,730,219",3.3,19.4,3.8,12.1,8.1,Bandara Internasional Juanda dapat ditempuh selama 34 menit berkendara dari unit ini (19.4 km); Stasiun Surabaya Gubeng hanya 17 menit berkendara (5.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 10 menit berkendara (3.3 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 14 menit berkendara (3.9 km); Stasiun Ngagel hanya berjarak 14 menit berkendara (3.8 km).,https://www.travelio.com/property/surabaya/good-deal-studio-apartment-at-gunawangsa-manyar-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
624,Dukuh Pakis,studioroom,1,22,Full Furnished,16,1,"Rp3,784,712",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/comfy-studio-apartment-at-pavilion-permata-with-city-view-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
625,Dukuh Pakis,studioroom,1,22,Full Furnished,10,1,"Rp3,747,445",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/cozy-living-studio-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
626,Gunung Anyar,studioroom,1,,Full Furnished,11,1,"Rp2,818,989",2.8,25.2,9.7,14.7,3.8,"Apartemen ini dapat diakses dari Bandara Internasional Juanda dengan berkendara selama 21 menit (10.2 km), 17 menit (6.8 km) berkendara dari Halte Jemursari, 14 menit (4.3 km) berkendara menuju Universitas Pembangunan Nasional Veteran Jawa Timur, dan 7 menit (2.9 km) berkendara menuju RSIA Pondok Tjandra.",https://www.travelio.com/property/surabaya/blue-ocean-1-bedroom-at-menara-rungkut-apartment?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
627,Wonokromo,studioroom,1,35.06,Unfurnished,22,1,"Rp3,082,436",3.9,13.9,7.2,6.2,6,Bandara Internasional Juanda dapat ditempuh 24 menit berkendara (13.9 km); Rumah Sakit Premier Surabaya dapat ditempuh 11 menit berkendara (4 km); Universitas 17 Agustus 1945 Surabaya dapat ditempuh 11 menit berkendara (3.9 km); Rumah sakit Islam Surabaya dapat ditempuh 4 menit berkendara (1.6 km); Siloam Hospitals Surabaya dapat ditempuh 14 menit berkendara (5.8 km); Stasiun Surabaya Gubeng dapat ditempuh 18 menit berkendara (7.2 km); Politeknik Kesehatan Surabaya dapat ditempuh 14 menit berkendara (5.3 km); Institut Sepuluh Nopember Surabaya dapat ditempuh 21 menit berkendara (8.8 km).,https://www.travelio.com/property/surabaya/strategic-and-cozy-1br-apartment-at-unfurnished-at-klaska-residence-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
628,Dukuh Pakis,studioroom,1,22,Full Furnished,15,1,"Rp3,809,556",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/simply-modern-studio-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
629,Sambikerep,studioroom,1,25,Full Furnished,5,1,"Rp3,821,361",18,32.4,17.8,22.6,22.1,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit berkendara (32.4 km); 41 menit berkendara menuju Stasiun Surabaya Pasar Turi (17.8 m); 55 menit berkendara ke Stasiun Gubeng Surabaya (22.1 km); 42 menit berkendara menuju Universitas Kristen Petra (24 km); 37 menit berkendara ke Gerbang Tol Waru 1 (22.1 km); Universitas Airlangga berjarak 55 menit berkendara (18 km).,https://www.travelio.com/property/surabaya/scenic-studio-at-uc-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
630,Wonocolo,2 BR,2,31.5,Unfurnished,20,1,"Rp3,129,534",2.6,16.5,4.4,7.3,6.1,Bandara Internasional Juanda dapat ditempuh 27 menit berkendara (16.5 km); Jatim International Expo dapat ditempuh 6 menit berkendara (2.2 km); Rumah Sakit Islam Jemursari dapat ditempuh 8 menit berkendara (3.3 km); RSIA Kendangsari dapat ditempuh 7 menit berkendara (2 km); RS Royal Surabaya dapat ditempuh 10 menit berkendara (3.1 km); UIN Sunan Ampel Surabaya dapat ditempuh 7 menit berkendara (2.6 km); Polda Jawa Timur dapat ditempuh 12 menit berkendara (4.2 km); Universitas Negeri Surabaya dapat ditempuh 19 menit (5.1 km); Superindo Margorejo dapat ditempuh 4 menit berkendara (1.5 km).,https://www.travelio.com/property/surabaya/cozy-stay-unfurnished-2br-apartment-at-the-city-square-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
631,Sambikerep,studioroom,1,27.2,Full Furnished,15,1,"Rp3,530,220",18,32.4,17.8,22.6,22.1,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit berkendara (32.4 km); 41 menit berkendara menuju Stasiun Surabaya Pasar Turi (17.8 m); 55 menit berkendara ke Stasiun Gubeng Surabaya (22.1 km); 42 menit berkendara menuju Universitas Kristen Petra (24 km); 37 menit berkendara ke Gerbang Tol Waru 1 (22.1 km); Universitas Airlangga berjarak 55 menit berkendara (18 km).,https://www.travelio.com/property/surabaya/simple-studio-with-pool-view-at-uc-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
632,Wonocolo,studioroom,1,30,Full Furnished,9,1,"Rp3,855,000",3.3,14.4,14.9,4.4,4.8,"Pilihan transportasi seperti Bandara Internasional Juanda bisa diakses dengan 18 menit berkendara (14.4 km); 30 menit berkendara ke Stasiun Pasar Turi (14 km); 33 menit berkendara menuju Stasiun Surabaya Gubeng (14.9 km); Gerbang Tol Waru 1 berjarak 11 menit berkendara (4.8 km).

Fasilitas kesehatan terdekat adalah Rumah Sakit Siloam Surabaya yang bisa dijangkau dengan 22 menit (10.8 km); 11 menit berkendara ke Rumah Sakit Islam Jemursari (3.7 km); dan Rumah Sakit Royal Surabaya berjarak 10 menit berkendara (3.1 km).

Instansi pendidikan terdekat, yaitu UIN Sunan Ampel yang bisa ditempuh dengan 19 menit berkendara (6.4 km); 13 menit berkendara ke Univesitas Negeri Surabaya (UNESA) (6.7 km); dan Universitas Kristen Petra berjarak 1 menit berjalan kaki (33 m).",https://www.travelio.com/property/surabaya/cozy-and-homey-studio-apartment-at-high-point-serviced-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
633,Wiyung,studioroom,1,46.5,Unfurnished,8,1,"Rp3,162,548",2.9,28.4,11,11.1,8.7,"Bandara Internasional Juanda bisa diakses dengan 47 menit berkendara (28,4 km); 40 menit berkendara menuju Stasiun Gubeng (13,9 km); 37 menit berkendara ke Stasiun Pasar Turi (11 km); 20 menit berkendara menuju Jalan Tol Surabaya-Gempol (8,7 km); 29 menit berkendara ke Terminal Joyoboyo (11,1 km); dan RS Marinir Gunung Sari berjarak 27 menit berkendara (9,5 km).",https://www.travelio.com/property/surabaya/modern-studio-unfurnished-at-citraland-vittorio-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
634,Gunung Anyar,studioroom,1,33,Full Furnished,4,1,"Rp3,848,000",5.6,8.5,14.9,11.4,12.7,Bandara Udara Juanda dapat ditempuh selama 14 menit berkendara (8.5 km); Stasiun Surabaya Gubeng 39 menit berkendara (14.9 km); Stasiun Surabaya Kota 46 menit berkendara (26.7 km): Gerbang Tol Waru hanya 22 menit berkendara (12.7 km); Universitas Kristen Petra 19 menit berkendara (5.6 km); ,https://www.travelio.com/property/surabaya/spacious-1br-apartment-at-menara-rungkut-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
635,Dukuh Pakis,studioroom,1,24.99,Full Furnished,2,1,"Rp3,887,377",2.3,23,10.3,6.2,25,"Bandara Internasional Juanda dapat ditempuh dengan 30 menit berkendara (23 km); 30 menit berkendara menuju Tol Surabaya-Gempol (29,7 km); Stasiun Gubeng berjarak 30 menit berkendara (10,3 km); 15 menit berkendara ke Terminal Joyoboyo (6,2 km); Rumah sakit terdekat yaitu RS Marinir Gunung Sari bisa diakses dengan 6 menit berkendara (2,3 km).",https://www.travelio.com/property/surabaya/cozy-living-and-clean-studio-at-pavilion-permata-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
636,Sambikerep,studioroom,1,29,Full Furnished,19,1,"Rp3,900,700",18,32.4,17.8,22.6,22.1,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit berkendara (32.4 km); 41 menit berkendara menuju Stasiun Surabaya Pasar Turi (17.8 m); 55 menit berkendara ke Stasiun Gubeng Surabaya (22.1 km); 42 menit berkendara menuju Universitas Kristen Petra (24 km); 37 menit berkendara ke Gerbang Tol Waru 1 (22.1 km); Universitas Airlangga berjarak 55 menit berkendara (18 km).,https://www.travelio.com/property/surabaya/comfy-and-serene-studio-at-uc-apartment-berkeley-tower-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
637,Gunung Anyar,studioroom,1,33,Full Furnished,4,1,"Rp4,012,413",5.6,8.5,14.9,11.4,12.7,Bandara Udara Juanda dapat ditempuh selama 14 menit berkendara (8.5 km); Stasiun Surabaya Gubeng 39 menit berkendara (14.9 km); Stasiun Surabaya Kota 46 menit berkendara (26.7 km): Gerbang Tol Waru hanya 22 menit berkendara (12.7 km); Universitas Kristen Petra 19 menit berkendara (5.6 km); ,https://www.travelio.com/property/surabaya/modern-1br-apartment-at-menara-rungkut-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
638,Dukuh Pakis,studioroom,1,25,Full Furnished,30,1,"Rp3,610,000",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/best-choice-studio-at-puncak-bukit-golf-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
639,Mulyorejo,studioroom,1,20.5,Full Furnished,25,1,"Rp3,995,357",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/relaxing-and-comfortable-studio-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
640,Mulyorejo,studioroom,1,21,Full Furnished,18,1,"Rp3,637,378",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/best-choice-studio-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
641,Tenggilis Mejoyo,studioroom,1,30,Full Furnished,10,1,"Rp3,942,200",3.3,10.5,11.9,6.6,3.9,Juanda International Airport dapat ditempuh 33 menit (10.5 km); Stasiun Surabaya Pasar Turi dapat ditempuh 37 menit (11.9 km); Universitas Surabaya dapat ditempuh 10 menit (4.3 km); Petra Christian University dapat ditempuh 11 menit (3.3 km); Universitas Negeri Surabaya (UNESA) dapat ditempuh 18 menit (5.4 km); RS Royal Surabaya dapat ditempuh 2 menit (350 m); Polsek Rungkut dapat ditempuh 18 menit (5.7 km); Jalan Tol Waru - Juanda dapat ditempuh 8 menit (3.9 km).,https://www.travelio.com/property/surabaya/serene-and-cozy-studio-at-my-tower-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
642,Mulyorejo,studioroom,1,20.5,Full Furnished,31,1,"Rp3,650,356",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/best-choice-and-homey-studio-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
643,Mulyorejo,studioroom,1,20.5,Full Furnished,25,1,"Rp3,650,357",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/best-deals-studio-no-kitchen-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
644,Mulyorejo,studioroom,1,20.5,Full Furnished,1,1,"Rp4,035,188",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/cozy-living-studio-room-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
645,Mulyorejo,studioroom,1,20.5,Full Furnished,18,1,"Rp3,950,188",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/trendy-and-clean-studio-room-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
646,Mulyorejo,studioroom,1,20.5,Full Furnished,3,1,"Rp3,655,188",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/cozy-living-and-tidy-studio-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
647,Sukolilo,2 BR,2,49,Full Furnished,15,1,"Rp3,830,834",3.1,18.8,9.8,18.8,10.6,Bandara Internasional Juanda bisa diakses dengan berkendara selama 40 menit (18.8 km); 11 menit berkendara menuju Institut Teknologi Sepuluh Nopember (3.1 km); 17 menit berkendara ke Universitas Airlangga Kampus C (5.1 km); Rumah Sakit Umum Haji Surabaya berjarak 14 menit berkendara (4.7 km).,https://www.travelio.com/property/surabaya/best-deal-and-spacious-2br-at-dian-regency-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
648,Wonokromo,studioroom,1,25.67,Full Furnished,16,1,"Rp3,659,999",3.9,13.9,7.2,6.2,6,Bandara Internasional Juanda dapat ditempuh 24 menit berkendara (13.9 km); Rumah Sakit Premier Surabaya dapat ditempuh 11 menit berkendara (4 km); Universitas 17 Agustus 1945 Surabaya dapat ditempuh 11 menit berkendara (3.9 km); Rumah sakit Islam Surabaya dapat ditempuh 4 menit berkendara (1.6 km); Siloam Hospitals Surabaya dapat ditempuh 14 menit berkendara (5.8 km); Stasiun Surabaya Gubeng dapat ditempuh 18 menit berkendara (7.2 km); Politeknik Kesehatan Surabaya dapat ditempuh 14 menit berkendara (5.3 km); Institut Sepuluh Nopember Surabaya dapat ditempuh 21 menit berkendara (8.8 km).,https://www.travelio.com/property/surabaya/best-choice-studio-no-kitchen-apartment-at-klaska-residence-by-travelio/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
649,Sukolilo,studioroom,1,,Full Furnished,16,1,"Rp3,010,000",4.1,25.3,9.8,13.7,4.4,"Bandara Juanda dapat dijangkau dalam 35 menit berkendara; Stasiun Surabaya Kota dan Stasiun Gubeng Surabaya dapat dijangkau dalam 25 menit berkendara. Apartemen ini berjarak 5 km dari Jembatan Suramadu. Rumah sakit terdekat, RSU H. Surabaya dapat dijangkau dalam 7 menit berkendara. Supermarket Giant dapat dijangkau dalam 5 menit berjalan kaki. Institut Teknologi Sepuluh November dan Universitas Hang Tuah dapat dijangkau dalam 15 menit berjalan kaki.",https://www.travelio.com/property/surabaya/studio-room-kertajaya-apartment-by-rava-home/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
650,Dukuh Pakis,2 BR,2,,Full Furnished,18,1,"Rp3,010,000",3.6,24.3,9.8,14.4,2.5,"Lokasi apartemen mudah diakses, sekitar 10 menit dari Tol Surabaya-Gempol. Bandara Internasional Juanda dapat sekitar 30 menit berkendara; Stasiun Gubeng 30 menit berkendara; dan Terminal Surabaya sekitar 25 menit berkendara.

Rumah sakit terdekat yaitu RS Mitra Keluarga Surabaya sekitar 10 menit berkendara. Anda dapat mampir ke Pasar Modern Puncak Permai dengan 5 menit berkendara.",https://www.travelio.com/property/surabaya/2br-apartment-puncak-permai-by-deddy/?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
651,Mulyorejo,studioroom,1,21,Full Furnished,10,1,"Rp3,955,000",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/luxurious-modern-studio-room-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
652,Sukolilo,studioroom,1,25,Full Furnished,6,1,"Rp3,955,000",4.5,15.8,10.5,14,5.8,Bandara Internasional Juanda berjarak 25 menit berkendara (15.8 km). Stasiun Surabaya Gubeng berjarak 27 menit berkendara (10.5 km). Institut Teknologi Sepuluh Nopember berjarak 12 menit berkendara (4.5 km). Rumah Sakit Umum Haji Surabaya berjarak 8 menit berkendara (3.4 km). ,https://www.travelio.com/property/surabaya/comfy-and-modern-studio-at-bale-hinggil-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
653,Dukuh Pakis,studioroom,1,25,Full Furnished,6,1,"Rp3,640,288",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/serene-and-comfy-1br-at-puncak-permai-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1
654,Sukolilo,2 BR,2,49,Full Furnished,19,1,"Rp4,141,421",3.1,18.8,9.8,18.8,10.6,Bandara Internasional Juanda bisa diakses dengan berkendara selama 40 menit (18.8 km); 11 menit berkendara menuju Institut Teknologi Sepuluh Nopember (3.1 km); 17 menit berkendara ke Universitas Airlangga Kampus C (5.1 km); Rumah Sakit Umum Haji Surabaya berjarak 14 menit berkendara (4.7 km).,https://www.travelio.com/property/surabaya/calm-and-relaxing-2br-apartment-at-dian-regency-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
655,Mulyorejo,studioroom,1,20,Full Furnished,25,1,"Rp3,970,787",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/modern-and-relaxing-studio-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
656,Wiyung,2 BR,2,35,Full Furnished,10,1,"Rp4,146,434",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/elegant-2br-apartment-at-puncak-cbd-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
657,Wonocolo,studioroom,1,36,Full Furnished,12,1,"Rp3,993,994",3.3,14.4,14.9,4.4,4.8,"Pilihan transportasi seperti Bandara Internasional Juanda bisa diakses dengan 18 menit berkendara (14.4 km); 30 menit berkendara ke Stasiun Pasar Turi (14 km); 33 menit berkendara menuju Stasiun Surabaya Gubeng (14.9 km); Gerbang Tol Waru 1 berjarak 11 menit berkendara (4.8 km).

Fasilitas kesehatan terdekat adalah Rumah Sakit Siloam Surabaya yang bisa dijangkau dengan 22 menit (10.8 km); 11 menit berkendara ke Rumah Sakit Islam Jemursari (3.7 km); dan Rumah Sakit Royal Surabaya berjarak 10 menit berkendara (3.1 km).

Instansi pendidikan terdekat, yaitu UIN Sunan Ampel yang bisa ditempuh dengan 19 menit berkendara (6.4 km); 13 menit berkendara ke Univesitas Negeri Surabaya (UNESA) (6.7 km); dan Universitas Kristen Petra berjarak 1 menit berjalan kaki (33 m).",https://www.travelio.com/property/surabaya/best-value-and-spacious-studio-room-apartment-at-high-point-serviced-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
658,Sukolilo,2 BR,2,49,Full Furnished,2,1,"Rp4,151,421",3.1,18.8,9.8,18.8,10.6,Bandara Internasional Juanda bisa diakses dengan berkendara selama 40 menit (18.8 km); 11 menit berkendara menuju Institut Teknologi Sepuluh Nopember (3.1 km); 17 menit berkendara ke Universitas Airlangga Kampus C (5.1 km); Rumah Sakit Umum Haji Surabaya berjarak 14 menit berkendara (4.7 km).,https://www.travelio.com/property/surabaya/2br-apartment-at-dian-regency-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
659,Mulyorejo,studioroom,1,20.5,Full Furnished,3,1,"Rp3,945,357",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/spacious-delightful-studio-room-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
